2.863501593021747782e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.502074061711501929e-01
0.000000000000000000e+00 2.863501593021747782e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.524969260053325781e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.863501593021747782e-01 4.842493170496879884e-01 1.286861985462768310e-01 0.000000000000000000e+00
2.679280730417066825e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -1.149446949907049348e-01
0.000000000000000000e+00 2.679280730417066825e-01 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.652880376007822560e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.679280730417066825e-01 2.542868717709175774e-01 -1.708021129778818092e-01 0.000000000000000000e+00
2.480259671019330592e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -7.093651114750837428e-02
0.000000000000000000e+00 2.480259671019330592e-01 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 2.876065521632873920e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.480259671019330592e-01 2.926985973374207975e-02 -9.063162794311130366e-02 0.000000000000000000e+00
2.480259671019330592e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.278788462299629558e-02
0.000000000000000000e+00 2.480259671019330592e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.488095270710627568e-03
0.000000000000000000e+00 0.000000000000000000e+00 2.480259671019330592e-01 1.586817931491110722e-02 7.538507357750076632e-02 0.000000000000000000e+00
2.480259671019330592e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -1.631392036667852208e-01
0.000000000000000000e+00 2.480259671019330592e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -7.022014116371932957e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.480259671019330592e-01 -1.703570057777145375e-01 -1.809235816444657585e-01 0.000000000000000000e+00
2.480259671019330592e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.002431823610205747e-01
0.000000000000000000e+00 2.480259671019330592e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -1.317267015039544631e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.480259671019330592e-01 -2.001147454539773940e-01 1.464505820305419259e-01 -0.000000000000000000e+00
