 -3.0000     0.0012949088 
 -2.5000     0.0010161893 
 -2.0000     0.0007602977 
 -1.5000     0.0005272338 
 -1.0000     0.0003169977 
 -0.5000     0.0001295893 
  0.0000    -0.0000349912 
  0.5000    -0.0001767440 
  1.0000    -0.0002956690 
  1.5000    -0.0003917662 
  2.0000    -0.0004650356 
  2.5000    -0.0005154772 
  3.0000    -0.0005430911 
  3.5000    -0.0005478772 
  4.0000    -0.0005298355 
  4.5000    -0.0004966111 
  5.0000    -0.0004558474 
  5.5000    -0.0004075444 
  6.0000    -0.0003536956 
  6.5000    -0.0002962934 
  7.0000    -0.0002364256 
  7.5000    -0.0001751815 
  8.0000    -0.0001138798 
  8.5000    -0.0000538437 
  9.0000     0.0000045118 
  9.5000     0.0000607690 
 10.0000     0.0001157379 
 10.5000     0.0001702352 
 11.0000     0.0002226707 
 11.5000     0.0002714384 
 12.0000     0.0003161749 
