 -3.0000    -0.0083694079 
 -2.5000    -0.0076650055 
 -2.0000    -0.0069924176 
 -1.5000    -0.0063516443 
 -1.0000    -0.0057426855 
 -0.5000    -0.0051655413 
  0.0000    -0.0046202117 
  0.5000    -0.0041066966 
  1.0000    -0.0036249960 
  1.5000    -0.0031751100 
  2.0000    -0.0027570386 
  2.5000    -0.0023707817 
  3.0000    -0.0020163394 
  3.5000    -0.0016937116 
  4.0000    -0.0014028984 
  4.5000    -0.0011420031 
  5.0000    -0.0009091293 
  5.5000    -0.0007042771 
  6.0000    -0.0005248671 
  6.5000    -0.0003683218 
  7.0000    -0.0002307234 
  7.5000    -0.0001081499 
  8.0000    -0.0000001172 
  8.5000     0.0000938607 
  9.0000     0.0001762385 
  9.5000     0.0002494853 
 10.0000     0.0003148399 
 10.5000     0.0003735507 
 11.0000     0.0004239337 
 11.5000     0.0004642877 
 12.0000     0.0004999189 
