 -3.0000     0.0000015676 
 -2.5000     0.0000015003 
 -2.0000     0.0000008747 
 -1.5000    -0.0000003090 
 -1.0000     0.0000001477 
 -0.5000     0.0000044212 
  0.0000     0.0000095552 
  0.5000     0.0000126344 
  1.0000     0.0000154409 
  1.5000     0.0000197529 
  2.0000     0.0000234170 
  2.5000     0.0000242659 
  3.0000     0.0000236077 
  3.5000     0.0000227542 
  4.0000     0.0000217056 
  4.5000     0.0000204691 
  5.0000     0.0000190523 
  5.5000     0.0000174552 
  6.0000     0.0000158591 
  6.5000     0.0000144453 
  7.0000     0.0000131141 
  7.5000     0.0000117653 
  8.0000     0.0000104593 
  8.5000     0.0000092566 
  9.0000     0.0000081405 
  9.5000     0.0000070943 
 10.0000     0.0000061180 
 10.5000     0.0000052268 
 11.0000     0.0000044360 
 11.5000     0.0000037455 
 12.0000     0.0000032007 
