 -3.0000    -0.0073572248 
 -2.5000    -0.0058748054 
 -2.0000    -0.0042647169 
 -1.5000    -0.0025269592 
 -1.0000    -0.0010712176 
 -0.5000    -0.0003249576 
  0.0000    -0.0000044257 
  0.5000     0.0001755040 
  1.0000     0.0002354439 
  1.5000     0.0001960290 
  2.0000     0.0000874702 
  2.5000    -0.0000598938 
  3.0000    -0.0002372253 
  3.5000    -0.0004356142 
  4.0000    -0.0006452938 
  4.5000    -0.0008564062 
  5.0000    -0.0010689515 
  5.5000    -0.0012851903 
  6.0000    -0.0015073942 
  6.5000    -0.0017355634 
  7.0000    -0.0019669244 
  7.5000    -0.0021987036 
  8.0000    -0.0024342570 
  8.5000    -0.0026769325 
  9.0000    -0.0029270187 
  9.5000    -0.0031848032 
 10.0000    -0.0034502859 
 10.5000    -0.0037219536 
 11.0000    -0.0039982987 
 11.5000    -0.0042793212 
 12.0000    -0.0045630917 
