 -3.0000     0.0047555111 
 -2.5000     0.0036243475 
 -2.0000     0.0025316773 
 -1.5000     0.0014775004 
 -1.0000     0.0006439883 
 -0.5000     0.0002212181 
  0.0000     0.0000057199 
  0.5000    -0.0002069474 
  1.0000    -0.0004452859 
  1.5000    -0.0007378285 
  2.0000    -0.0011565298 
  2.5000    -0.0017736486 
  3.0000    -0.0024053079 
  3.5000    -0.0028661162 
  4.0000    -0.0030770107 
  4.5000    -0.0029581904 
  5.0000    -0.0025096549 
  5.5000    -0.0017722807 
  6.0000    -0.0007871464 
  6.5000     0.0004457480 
  7.0000     0.0018916484 
  7.5000     0.0035158002 
  8.0000     0.0052832973 
  8.5000     0.0071593145 
  9.0000     0.0091342036 
  9.5000     0.0111983516 
 10.0000     0.0133517585 
 10.5000     0.0155521172 
 11.0000     0.0177572800 
 11.5000     0.0199672469 
 12.0000     0.0221750831 
