 -3.0000     0.0014327620 
 -2.5000     0.0013512569 
 -2.0000     0.0011246119 
 -1.5000     0.0007528271 
 -1.0000     0.0003479311 
 -0.5000     0.0000294467 
  0.0000    -0.0001993458 
  0.5000    -0.0003351572 
  1.0000    -0.0004067240 
  1.5000    -0.0004427843 
  2.0000    -0.0004747766 
  2.5000    -0.0005341280 
  3.0000    -0.0006198175 
  3.5000    -0.0007308230 
  4.0000    -0.0008671444 
  4.5000    -0.0010094054 
  5.0000    -0.0011382138 
  5.5000    -0.0012535696 
  6.0000    -0.0013425883 
  6.5000    -0.0013924018 
  7.0000    -0.0013957611 
  7.5000    -0.0013454329 
  8.0000    -0.0012407467 
  8.5000    -0.0010810332 
  9.0000    -0.0008679847 
  9.5000    -0.0006032909 
 10.0000    -0.0002869519 
 10.5000     0.0000797664 
 11.0000     0.0004955965 
 11.5000     0.0009605382 
 12.0000     0.0014678088 
