 -3.0000    -0.0043675113 
 -2.5000    -0.0039462143 
 -2.0000    -0.0035470215 
 -1.5000    -0.0031699328 
 -1.0000    -0.0028149484 
 -0.5000    -0.0024820681 
  0.0000    -0.0021712920 
  0.5000    -0.0018826201 
  1.0000    -0.0016160524 
  1.5000    -0.0013715888 
  2.0000    -0.0011492295 
  2.5000    -0.0009489743 
  3.0000    -0.0007708234 
  3.5000    -0.0006147766 
  4.0000    -0.0004808340 
  4.5000    -0.0003669660 
  5.0000    -0.0002711437 
  5.5000    -0.0001933670 
  6.0000    -0.0001329510 
  6.5000    -0.0000892113 
  7.0000    -0.0000585666 
  7.5000    -0.0000374320 
  8.0000    -0.0000247389 
  8.5000    -0.0000194150 
  9.0000    -0.0000198624 
  9.5000    -0.0000244739 
 10.0000    -0.0000340160 
 10.5000    -0.0000492611 
 11.0000    -0.0000695433 
 11.5000    -0.0000941899 
 12.0000    -0.0001188029 
