 -3.0000     0.0012636073 
 -2.5000     0.0013097340 
 -2.0000     0.0013413774 
 -1.5000     0.0013350579 
 -1.0000     0.0013060280 
 -0.5000     0.0012693809 
  0.0000     0.0008769458 
  0.5000    -0.0002146811 
  1.0000    -0.0014407766 
  1.5000    -0.0022379671 
  2.0000    -0.0027956693 
  2.5000    -0.0033045281 
  3.0000    -0.0037498621 
  3.5000    -0.0041169472 
  4.0000    -0.0044057832 
  4.5000    -0.0046335811 
  5.0000    -0.0048175478 
  5.5000    -0.0049576833 
  6.0000    -0.0050568816 
  6.5000    -0.0051180347 
  7.0000    -0.0051468922 
  7.5000    -0.0051492099 
  8.0000    -0.0051241973 
  8.5000    -0.0050710614 
  9.0000    -0.0049985071 
  9.5000    -0.0049152901 
 10.0000    -0.0048083837 
 10.5000    -0.0046646558 
 11.0000    -0.0045027479 
 11.5000    -0.0043414908 
 12.0000    -0.0041768366 
