 -3.0000     0.0000050309 
 -2.5000    -0.0000161897 
 -2.0000    -0.0000213780 
 -1.5000    -0.0000105340 
 -1.0000     0.0000052147 
 -0.5000     0.0000139977 
  0.0000     0.0000121846 
  0.5000    -0.0000038889 
  1.0000    -0.0000301512 
  1.5000    -0.0000625343 
  2.0000    -0.0000895928 
  2.5000    -0.0000998667 
  3.0000    -0.0000978457 
  3.5000    -0.0000880470 
  4.0000    -0.0000704706 
  4.5000    -0.0000500499 
  5.0000    -0.0000317532 
  5.5000    -0.0000155804 
  6.0000    -0.0000028770 
  6.5000     0.0000050070 
  7.0000     0.0000065614 
  7.5000     0.0000002756 
  8.0000    -0.0000149918 
  8.5000    -0.0000403799 
  9.0000    -0.0000757439 
  9.5000    -0.0001209394 
 10.0000    -0.0001759662 
 10.5000    -0.0002407243 
 11.0000    -0.0003151138 
 11.5000    -0.0003991348 
 12.0000    -0.0004937255 
