 -3.0000     0.0020480877 
 -2.5000     0.0019181556 
 -2.0000     0.0017919218 
 -1.5000     0.0016693862 
 -1.0000     0.0015505488 
 -0.5000     0.0014354098 
  0.0000     0.0013239690 
  0.5000     0.0012162264 
  1.0000     0.0011121821 
  1.5000     0.0010118361 
  2.0000     0.0009151884 
  2.5000     0.0008222389 
  3.0000     0.0007329877 
  3.5000     0.0006474347 
  4.0000     0.0005655800 
  4.5000     0.0004867689 
  5.0000     0.0004103470 
  5.5000     0.0003363142 
  6.0000     0.0002648600 
  6.5000     0.0001961739 
  7.0000     0.0001294860 
  7.5000     0.0000640256 
  8.0000     0.0000000732 
  8.5000    -0.0000620902 
  9.0000    -0.0001220461 
  9.5000    -0.0001793735 
 10.0000    -0.0002354633 
 10.5000    -0.0002917174 
 11.0000    -0.0003469365 
 11.5000    -0.0003999091 
 12.0000    -0.0004508258 
